Category,Book_Title,ISBN_13,ISBN_10,Our_Price,Competitor_Prices,Lowest_Competitor_Price,Highest_Competitor_Price,Offer_Count,Price_Source,Price_Status
Music,Please Kill Me: The Uncensored Oral History of Punk,9780394170930,0394170938,Â£31.19,[],,,0,booksrun_internal_api,not_found
Young Adult,My Life Next Door (My Life Next Door ),9781101575222,1101575220,Â£36.39,[],,,0,booksrun_internal_api,not_found
Fiction,Miller's Valley,9781471158759,1471158756,Â£58.54,[],,,0,booksrun_internal_api,not_found
Nonfiction,Man's Search for Meaning,9780671023379,0671023373,Â£29.48,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",9780804140492,0804140499,Â£25.06,[],,,0,booksrun_internal_api,not_found
Nonfiction,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,9781530582556,1530582555,Â£12.55,[],,,0,booksrun_internal_api,not_found
Poetry,Les Fleurs du Mal,9781678129668,1678129666,Â£29.04,[],,,0,booksrun_internal_api,not_found
Default,Left Behind (Left Behind #1),9781978837140,1978837143,Â£40.72,[],,,0,booksrun_internal_api,not_found
Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,9781474603669,1474603661,Â£45.05,[],,,0,booksrun_internal_api,not_found
Philosophy,Kierkegaard: A Christian Missionary to Christians,9780830899517,0830899510,Â£47.13,[],,,0,booksrun_internal_api,not_found
Default,John Vassos: Industrial Design for Modern Life,9781452951751,1452951756,Â£20.22,[],,,0,booksrun_internal_api,not_found
Default,I'll Give You the Sun,9781101593844,1101593849,Â£56.48,[],,,0,booksrun_internal_api,not_found
Nonfiction,I Will Find You,9781312908505,1312908505,Â£44.21,[],,,0,booksrun_internal_api,not_found
Fiction,Hystopia: A Novel,9780571330140,0571330142,Â£21.96,[],,,0,booksrun_internal_api,not_found
Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,9780849949203,0849949203,Â£52.86,[],,,0,booksrun_internal_api,not_found
Young Adult,Future Shock (Future Shock #1),9780593159767,0593159764,Â£55.65,[],,,0,booksrun_internal_api,not_found
Default,Ender's Game (The Ender Quintet #1),9781497345744,149734574X,Â£43.64,[],,,0,booksrun_internal_api,not_found
Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,9781504082990,1504082990,Â£28.41,[],,,0,booksrun_internal_api,not_found
Default,Death by Leisure: A Cautionary Tale,9781555849153,1555849156,Â£37.51,[],,,0,booksrun_internal_api,not_found
History,Brilliant Beacons: A History of the American Lighthouse,9781631491535,1631491539,Â£11.45,[],,,0,booksrun_internal_api,not_found
Nonfiction,Brazen: The Courage to Find the You That's Been Hiding,9781493401819,1493401815,Â£19.22,[],,,0,booksrun_internal_api,not_found
Nonfiction,Between the World and Me,9780679645986,0679645985,Â£56.91,[],,,0,booksrun_internal_api,not_found
Nonfiction,Being Mortal: Medicine and What Matters in the End,9781847657862,1847657869,Â£55.06,[],,,0,booksrun_internal_api,not_found
Nonfiction,"A Murder Over a Girl: Justice, Gender, Junior High",9780451483454,0451483456,Â£13.20,[],,,0,booksrun_internal_api,not_found
Food and Drink,32 Yolks,9780679644460,0679644466,Â£53.63,[],,,0,booksrun_internal_api,not_found
History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",9780813943237,081394323X,Â£44.48,[],,,0,booksrun_internal_api,not_found
Self Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,9780762448319,0762448318,Â£12.08,[],,,0,booksrun_internal_api,not_found
Default,Wildlife of New York: A Five-Borough Coloring Book,9780789212559,0789212552,Â£22.14,[],,,0,booksrun_internal_api,not_found
Mystery,What Happened on Beale Street (Secrets of the South Mysteries #2),9780736961707,0736961704,Â£25.37,[],,,0,booksrun_internal_api,not_found
Spirituality,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,9780718038366,0718038363,Â£46.33,[],,,0,booksrun_internal_api,not_found
Travel,Under the Tuscan Sun,9780767917452,0767917456,Â£37.33,[],,,0,booksrun_internal_api,not_found
Humor,Toddlers Are A**holes: It's Not Your Fault,9780761185758,0761185755,Â£25.55,[],,,0,booksrun_internal_api,not_found
Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,9781416553229,1416553223,Â£34.72,[],,,0,booksrun_internal_api,not_found
Childrens,The Whale,9781532084805,1532084803,Â£35.96,[],,,0,booksrun_internal_api,not_found
Art,The Story of Art,9780134401997,0134401999,Â£41.14,[],,,0,booksrun_internal_api,not_found
Science,The Origin of Species,9780451616906,0451616901,Â£10.01,[],,,0,booksrun_internal_api,not_found
Default,The Great Gatsby,9780743246392,074324639X,Â£36.05,[],,,0,booksrun_internal_api,not_found
Default,The Good Girl,9780800719845,0800719840,Â£49.03,[],,,0,booksrun_internal_api,not_found
Add a comment,The Glass Castle,9781416544661,1416544666,Â£16.24,[],,,0,booksrun_internal_api,not_found
Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,9780718022181,0718022181,Â£39.55,[],,,0,booksrun_internal_api,not_found
Add a comment,The Drowning Girls,9780887548475,0887548474,Â£35.67,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Constant Princess (The Tudor Court #1),9781451682960,1451682964,Â£16.62,[],,,0,booksrun_internal_api,not_found
Fiction,The Bourne Identity (Jason Bourne #1),9781408221082,140822108X,Â£42.78,[],,,0,booksrun_internal_api,not_found
Mystery,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),9780736966412,0736966412,Â£52.30,[],,,0,booksrun_internal_api,not_found
Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9780743272452,0743272455,Â£33.17,[],,,0,booksrun_internal_api,not_found
Add a comment,Team of Rivals: The Political Genius of Abraham Lincoln,9781451688092,1451688091,Â£20.12,[],,,0,booksrun_internal_api,not_found
Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,9786021606810,6021606817,Â£20.90,[],,,0,booksrun_internal_api,not_found
Romance,"Sit, Stay, Love",9781761421495,1761421492,Â£20.90,[],,,0,booksrun_internal_api,not_found
Fiction,Sister Dear,9780557024636,0557024633,Â£40.20,[],,,0,booksrun_internal_api,not_found
Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9780763669720,0763669725,Â£52.87,[],,,0,booksrun_internal_api,not_found
Business,"Rich Dad, Poor Dad",9780359727896,0359727891,Â£51.74,[],,,0,booksrun_internal_api,not_found
Childrens,Raymie Nightingale,9780763687083,0763687081,Â£34.41,[],,,0,booksrun_internal_api,not_found
Young Adult,Nightstruck: A Novel,9780804010818,0804010811,Â£50.35,[],,,0,booksrun_internal_api,not_found
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",9780738218571,073821857X,Â£11.38,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Meternity,9789221091998,9221091996,Â£43.58,[],,,0,booksrun_internal_api,not_found
Fiction,Memoirs of a Geisha,9780375406782,0375406786,Â£49.67,[],,,0,booksrun_internal_api,not_found
Christian Fiction,Like Never Before (Walker Family #2),9781441229434,1441229434,Â£28.77,[],,,0,booksrun_internal_api,not_found
Default,Life of Pi,9781350295704,1350295701,Â£13.22,[],,,0,booksrun_internal_api,not_found
Poetry,Leave This Song Behind: Teen Poetry at Its Best,9780757318962,0757318967,Â£51.17,[],,,0,booksrun_internal_api,not_found
Fantasy,King's Folly (The Kinsman Chronicles #1),9781441229724,1441229728,Â£39.61,[],,,0,booksrun_internal_api,not_found
Add a comment,John Adams,9781416575887,141657588X,Â£57.43,[],,,0,booksrun_internal_api,not_found
Food and Drink,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),9781118455647,1118455649,Â£46.01,[37.62],37.62,37.62,1,booksrun_internal_api,found
Food and Drink,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,9781448137596,1448137594,Â£28.25,[],,,0,booksrun_internal_api,not_found
Add a comment,Good in Bed (Cannie Shapiro #1),9781982158415,1982158417,Â£37.05,[19.29],19.29,19.29,1,booksrun_internal_api,found
Sequential Art,"Fruits Basket, Vol. 7 (Fruits Basket #7)",9781975358396,1975358392,Â£19.57,[],,,0,booksrun_internal_api,not_found
Nonfiction,For the Love: Fighting for Grace in a World of Impossible Standards,9780718037840,0718037847,Â£45.13,[],,,0,booksrun_internal_api,not_found
Nonfiction,Finding God in the Ruins: How God Redeems Pain,9780781413831,0781413834,Â£46.64,[],,,0,booksrun_internal_api,not_found
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),9781933495408,1933495405,Â£12.16,[],,,0,booksrun_internal_api,not_found
Mystery,Delivering the Truth (Quaker Midwife Mystery #1),9780738747859,0738747858,Â£20.89,[],,,0,booksrun_internal_api,not_found
Christian Fiction,Counted With the Stars (Out from Egypt #1),9781441229410,1441229418,Â£17.97,[],,,0,booksrun_internal_api,not_found
Music,"Chronicles, Vol. 1",9780743272582,0743272587,Â£52.60,[],,,0,booksrun_internal_api,not_found
Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,9781400204595,1400204593,Â£25.77,[],,,0,booksrun_internal_api,not_found
Biography,Benjamin Franklin: An American Life,9780684807614,0684807610,Â£48.19,[32.15],32.15,32.15,1,booksrun_internal_api,found
Philosophy,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",9781527528444,1527528448,Â£29.93,[],,,0,booksrun_internal_api,not_found
Travel,A Summer In Europe,9781409044024,1409044025,Â£44.34,[],,,0,booksrun_internal_api,not_found
History,A Short History of Nearly Everything,9780767916417,0767916417,Â£52.40,[],,,0,booksrun_internal_api,not_found
Fantasy,A Gathering of Shadows (Shades of Magic #2),9781250222060,1250222060,Â£44.81,[27.71],27.71,27.71,1,booksrun_internal_api,found
Default,The Sound Of Love,9784596071446,4596071446,Â£57.84,[],,,0,booksrun_internal_api,not_found
History,The Rise and Fall of the Third Reich: A History of Nazi Germany,9780671728687,0671728687,Â£39.67,[],,,0,booksrun_internal_api,not_found
Mystery,The Mysterious Affair at Styles (Hercule Poirot #1),9780486296951,0486296954,Â£24.80,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,9780684853949,0684853949,Â£59.45,[],,,0,booksrun_internal_api,not_found
Default,The Makings of a Fatherless Child,9780786455645,0786455640,Â£31.58,[],,,0,booksrun_internal_api,not_found
Add a comment,The Joy of Cooking,9780026045704,0026045702,Â£43.27,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Invention of Wings,9781523985609,1523985607,Â£37.34,[],,,0,booksrun_internal_api,not_found
Default,The Hobbit (Middle-Earth Universe),9781476642246,1476642249,Â£17.80,[],,,0,booksrun_internal_api,not_found
Travel,The Great Railway Bazaar,9780547525150,054752515X,Â£30.54,[],,,0,booksrun_internal_api,not_found
Add a comment,The Golden Compass (His Dark Materials #1),9780375838309,0375838309,Â£18.77,[],,,0,booksrun_internal_api,not_found
Add a comment,The God Delusion,9781409091585,1409091589,Â£46.85,[],,,0,booksrun_internal_api,not_found
Historical,The Girl You Left Behind (The Girl You Left Behind #1),9781101638163,1101638168,Â£15.79,[],,,0,booksrun_internal_api,not_found
Default,The Fellowship of the Ring (The Lord of the Rings #1),9780345339706,0345339703,Â£10.27,[10.86],10.86,10.86,1,booksrun_internal_api,found
Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),9781451603057,1451603053,Â£15.42,[],,,0,booksrun_internal_api,not_found
Food and Drink,The Barefoot Contessa Cookbook,9780307885500,030788550X,Â£59.92,[],,,0,booksrun_internal_api,not_found
Young Adult,Tell the Wolves I'm Home,9780812992922,081299292X,Â£50.96,[],,,0,booksrun_internal_api,not_found
Add a comment,Pride and Prejudice,9786028579544,6028579548,Â£19.27,[],,,0,booksrun_internal_api,not_found
Default,Musicophilia: Tales of Music and the Brain,9780307267917,0307267911,Â£46.58,[],,,0,booksrun_internal_api,not_found
Fiction,Me Before You (Me Before You #1),9781524705923,1524705926,Â£19.02,[43.3],43.3,43.3,1,booksrun_internal_api,found
Mystery,In the Woods (Dublin Murder Squad #1),9780143113492,0143113496,Â£38.38,[19.09],19.09,19.09,1,booksrun_internal_api,found
Nonfiction,In Cold Blood,9781412848183,1412848180,Â£49.98,[],,,0,booksrun_internal_api,not_found
Self Help,How to Stop Worrying and Start Living,9780671349004,0671349007,Â£46.49,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Girl, Interrupted",9780804151115,0804151113,Â£42.14,[],,,0,booksrun_internal_api,not_found
Add a comment,Fun Home: A Family Tragicomic,9780618871711,0618871713,Â£56.59,[19],19.0,19.0,1,booksrun_internal_api,found
Sequential Art,"Fruits Basket, Vol. 6 (Fruits Basket #6)",9781975358372,1975358376,Â£20.96,[],,,0,booksrun_internal_api,not_found
Fiction,Deception Point,9781982122355,1982122358,Â£40.32,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",9781421506272,1421506270,Â£36.39,[12.67],12.67,12.67,1,booksrun_internal_api,found
History,Catherine the Great: Portrait of a Woman,9780679456728,0679456724,Â£58.55,[],,,0,booksrun_internal_api,not_found
Food and Drink,Better Homes and Gardens New Cook Book,9780696224034,0696224038,Â£39.61,[],,,0,booksrun_internal_api,not_found
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,9781447275299,1447275292,Â£21.30,[],,,0,booksrun_internal_api,not_found
Travel,A Year in Provence (Provence #1),9780141938325,0141938323,Â£56.88,[],,,0,booksrun_internal_api,not_found
Historical Fiction,World Without End (The Pillars of the Earth #2),9781447220022,1447220021,Â£32.97,[],,,0,booksrun_internal_api,not_found
Young Adult,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",9780141346120,0141346124,Â£47.31,[],,,0,booksrun_internal_api,not_found
Nonfiction,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,9780198714729,0198714726,Â£48.67,[],,,0,booksrun_internal_api,not_found
Young Adult,Where She Went (If I Stay #2),9781500929336,1500929336,Â£41.73,[],,,0,booksrun_internal_api,not_found
Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,9781848549593,1848549598,Â£53.68,[],,,0,booksrun_internal_api,not_found
Young Adult,Two Summers,9781514437858,1514437856,Â£14.64,[],,,0,booksrun_internal_api,not_found
Music,This Is Your Brain on Music: The Science of a Human Obsession,9781101218914,1101218916,Â£38.40,[],,,0,booksrun_internal_api,not_found
Classics,The Secret Garden,9780486280240,0486280241,Â£15.08,[7.65],7.65,7.65,1,booksrun_internal_api,found
Add a comment,The Raven King (The Raven Cycle #4),9780545860352,0545860350,Â£30.57,[],,,0,booksrun_internal_api,not_found
Fantasy,The Raven Boys (The Raven Cycle #1),9780593621189,0593621182,Â£57.74,[18.61],18.61,18.61,1,booksrun_internal_api,found
Food and Drink,The Power Greens Cookbook: 140 Delicious Superfood Recipes,9780553393088,0553393081,Â£11.05,[],,,0,booksrun_internal_api,not_found
Classics,The Metamorphosis,9780812985191,0812985192,Â£28.58,[],,,0,booksrun_internal_api,not_found
History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,9780698184725,0698184726,Â£42.91,[],,,0,booksrun_internal_api,not_found
Fiction,The Little Paris Bookshop,9780349140360,0349140367,Â£24.73,[],,,0,booksrun_internal_api,not_found
History,The Hiding Place,9780800794057,0800794052,Â£55.91,[18.72],18.72,18.72,1,booksrun_internal_api,found
Science,The Grand Design,9780553907070,0553907077,Â£13.76,[],,,0,booksrun_internal_api,not_found
Default,The Fault in Our Stars,9780141345642,0141345640,Â£47.22,[],,,0,booksrun_internal_api,not_found
Fantasy,The False Prince (The Ascendance Trilogy #1),9780545284134,0545284139,Â£56.00,[],,,0,booksrun_internal_api,not_found
Fiction,The Expatriates,9781408706862,1408706865,Â£44.58,[],,,0,booksrun_internal_api,not_found
Default,The Dream Thieves (The Raven Cycle #2),9781407139135,1407139134,Â£34.50,[],,,0,booksrun_internal_api,not_found
Young Adult,The Darkest Corners,9780957585065,0957585063,Â£11.33,[],,,0,booksrun_internal_api,not_found
Poetry,The Crossover,9780544107717,0544107713,Â£38.77,[19.36],19.36,19.36,1,booksrun_internal_api,found
Default,The 5th Wave (The 5th Wave #1),9781984814234,1984814230,Â£11.83,[],,,0,booksrun_internal_api,not_found
Fantasy,Tell the Wind and Fire,9781462869336,1462869335,Â£45.51,[],,,0,booksrun_internal_api,not_found
Young Adult,Tell Me Three Things,9780553535662,0553535668,Â£41.81,[],,,0,booksrun_internal_api,not_found
Nonfiction,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,9781101437209,1101437200,Â£25.15,[],,,0,booksrun_internal_api,not_found
Fiction,Siddhartha,9780307423696,0307423697,Â£34.22,[],,,0,booksrun_internal_api,not_found
Default,Shiver (The Wolves of Mercy Falls #1),9780545259088,0545259088,Â£16.23,[],,,0,booksrun_internal_api,not_found
Horror,Red Dragon (Hannibal Lecter #1),9780593441329,059344132X,Â£23.37,[18.94],18.94,18.94,1,booksrun_internal_api,found
Science,Peak: Secrets from the New Science of Expertise,9780544456235,0544456238,Â£16.28,[],,,0,booksrun_internal_api,not_found
Nonfiction,My Mother Was Nuts,9780547892627,0547892624,Â£31.63,[],,,0,booksrun_internal_api,not_found
Food and Drink,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,9780544557253,0544557255,Â£24.91,[],,,0,booksrun_internal_api,not_found
Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,9780544866638,0544866630,Â£22.54,[],,,0,booksrun_internal_api,not_found
Young Adult,Lola and the Boy Next Door (Anna and the French Kiss #2),9780142422014,0142422010,Â£23.63,[],,,0,booksrun_internal_api,not_found
Academic,Logan Kade (Fallen Crest High #5.5),9781524257774,152425777X,Â£13.12,[],,,0,booksrun_internal_api,not_found
Fiction,Last One Home (New Beginnings #1),9781473506626,147350662X,Â£59.98,[],,,0,booksrun_internal_api,not_found
Thriller,Killing Floor (Jack Reacher #1),9781101147054,1101147059,Â£31.49,[],,,0,booksrun_internal_api,not_found
Young Adult,Kill the Boy Band,9781509804528,1509804528,Â£15.52,[],,,0,booksrun_internal_api,not_found
Young Adult,Isla and the Happily Ever After (Anna and the French Kiss #3),9780142426265,0142426261,Â£48.13,[],,,0,booksrun_internal_api,not_found
Default,If I Stay (If I Stay #1),9798895262832,nan,Â£38.13,[],,,0,booksrun_internal_api,not_found
Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),9780748122349,0748122346,Â£36.55,[],,,0,booksrun_internal_api,not_found
Default,Harry Potter and the Deathly Hallows (Harry Potter #7),9780747591085,0747591083,Â£23.32,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Fruits Basket, Vol. 5 (Fruits Basket #5)",9781975358358,197535835X,Â£16.33,[],,,0,booksrun_internal_api,not_found
Default,Fool Me Once,9780987740533,0987740539,Â£16.96,[],,,0,booksrun_internal_api,not_found
Add a comment,Find Her (Detective D.D. Warren #8),9780698404229,069840422X,Â£22.37,[],,,0,booksrun_internal_api,not_found
Add a comment,Evicted: Poverty and Profit in the American City,9780553447446,0553447440,Â£42.27,[],,,0,booksrun_internal_api,not_found
Default,Drama,9780761933267,0761933263,Â£38.70,[],,,0,booksrun_internal_api,not_found
Horror,Dracula the Un-Dead,9781101148716,1101148713,Â£35.63,[],,,0,booksrun_internal_api,not_found
Fiction,Digital Fortress,9789386454171,9386454173,Â£58.00,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Death Note, Vol. 5: Whiteout (Death Note #5)",9781421544823,1421544822,Â£52.41,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",9781101609712,1101609710,Â£32.35,[],,,0,booksrun_internal_api,not_found
Philosophy,Critique of Pure Reason,9780521657297,0521657296,Â£20.75,[],,,0,booksrun_internal_api,not_found
Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",9781407143224,1407143220,Â£34.13,[],,,0,booksrun_internal_api,not_found
Autobiography,Approval Junkie: Adventures in Caring Too Much,9781789732894,1789732891,Â£58.81,[],,,0,booksrun_internal_api,not_found
Young Adult,An Abundance of Katherines,9781440629792,144062979X,Â£10.00,[],,,0,booksrun_internal_api,not_found
History,America's War for the Greater Middle East: A Military History,9780553393941,0553393944,Â£51.22,[],,,0,booksrun_internal_api,not_found
Default,Alight (The Generations Trilogy #2),9780553393163,0553393162,Â£58.59,[],,,0,booksrun_internal_api,not_found
Romance,A Girl's Guide to Moving On (New Beginnings #2),9781473506640,1473506646,Â£31.30,[],,,0,booksrun_internal_api,not_found
Add a comment,A Game of Thrones (A Song of Ice and Fire #1),9780553897845,0553897845,Â£46.42,[],,,0,booksrun_internal_api,not_found
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),9780553900323,0553900323,Â£17.21,[],,,0,booksrun_internal_api,not_found
Add a comment,A Clash of Kings (A Song of Ice and Fire #2),9780553897852,0553897853,Â£10.79,[],,,0,booksrun_internal_api,not_found
Default,Vogue Colors A to Z: A Fashion Coloring Book,9780451493828,0451493826,Â£52.35,[],,,0,booksrun_internal_api,not_found
Default,The Shining (The Shining #1),9781536005844,1536005843,Â£27.88,[],,,0,booksrun_internal_api,not_found
Romance,The Perfect Play (Play by Play #1),9780557005475,0557005477,Â£59.99,[],,,0,booksrun_internal_api,not_found
Historical Fiction,The Passion of Dolssa,9780606403764,0606403760,Â£28.32,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,9780465098507,0465098509,Â£38.71,[],,,0,booksrun_internal_api,not_found
Default,The Hunger Games (The Hunger Games #1),9780545229937,0545229936,Â£29.85,[],,,0,booksrun_internal_api,not_found
Classics,The Hound of the Baskervilles (Sherlock Holmes #5),9780755387618,0755387619,Â£14.82,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Gunning of America: Business and the Making of American Gun Culture,9780465098569,0465098568,Â£16.81,[],,,0,booksrun_internal_api,not_found
Nonfiction,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,9781448168484,1448168481,Â£28.23,[],,,0,booksrun_internal_api,not_found
Fantasy,The Demonists (Demonist #1),9780698185517,069818551X,Â£52.11,[],,,0,booksrun_internal_api,not_found
Sequential Art,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",9781421589091,1421589095,Â£27.88,[11.38],11.38,11.38,1,booksrun_internal_api,found
Thriller,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9780698148680,0698148681,Â£59.71,[],,,0,booksrun_internal_api,not_found
Fantasy,The Beast (Black Dagger Brotherhood #14),9780698192973,0698192974,Â£46.08,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Some Women,9780195393347,0195393341,Â£13.73,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Shopaholic Ties the Knot (Shopaholic #3),9780440334422,044033442X,Â£48.39,[],,,0,booksrun_internal_api,not_found
Fantasy,Paper and Fire (The Great Library #2),9780605962743,060596274X,Â£49.45,[],,,0,booksrun_internal_api,not_found
Default,Outlander (Outlander #1),9781476624877,1476624879,Â£19.67,[],,,0,booksrun_internal_api,not_found
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",9780399584152,0399584153,Â£12.36,[],,,0,booksrun_internal_api,not_found
Music,No One Here Gets Out Alive,9781538714799,1538714795,Â£20.02,[],,,0,booksrun_internal_api,not_found
Horror,Needful Things,9781501143786,1501143786,Â£47.51,[],,,0,booksrun_internal_api,not_found
Default,Mockingjay (The Hunger Games #3),9780545788298,0545788293,Â£20.44,[],,,0,booksrun_internal_api,not_found
Horror,It,9781105994418,1105994414,Â£25.01,[],,,0,booksrun_internal_api,not_found
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),9780545919661,0545919665,Â£13.90,[],,,0,booksrun_internal_api,not_found
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),9781781100530,1781100535,Â£31.63,[],,,0,booksrun_internal_api,not_found
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),9780758744265,0758744269,Â£48.75,[],,,0,booksrun_internal_api,not_found
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),9780786222735,0786222735,Â£14.74,[],,,0,booksrun_internal_api,not_found
Nonfiction,God Is Not Great: How Religion Poisons Everything,9780857897152,0857897152,Â£27.80,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Girl With a Pearl Earring,9781101219478,1101219475,Â£26.77,[],,,0,booksrun_internal_api,not_found
Sequential Art,"Fruits Basket, Vol. 4 (Fruits Basket #4)",9781975358334,1975358333,Â£50.44,[],,,0,booksrun_internal_api,not_found
Thriller,Far From True (Promise Falls Trilogy #2),9781409146513,1409146510,Â£34.93,[],,,0,booksrun_internal_api,not_found
Romance,Dark Lover (Black Dagger Brotherhood #1),9781101128435,1101128437,Â£12.87,[],,,0,booksrun_internal_api,not_found
Default,Confessions of a Shopaholic (Shopaholic #1),9780440334453,0440334454,Â£48.94,[],,,0,booksrun_internal_api,not_found
Romance,Changing the Game (Play by Play #2),9781137318411,1137318414,Â£13.38,[],,,0,booksrun_internal_api,not_found
Classics,Candide,9783961892341,3961892342,Â£58.63,[],,,0,booksrun_internal_api,not_found
Womens Fiction,Can You Keep a Secret?,9781462808779,1462808778,Â£21.94,[],,,0,booksrun_internal_api,not_found
Fiction,Atlas Shrugged,9781317176558,1317176553,Â£26.58,[],,,0,booksrun_internal_api,not_found
Classics,Animal Farm,9783988830548,3988830542,Â£57.22,[],,,0,booksrun_internal_api,not_found
Romance,A Walk to Remember,9780470460252,0470460253,Â£56.43,[],,,0,booksrun_internal_api,not_found
Spirituality,A New Earth: Awakening to Your Life's Purpose,9781101010891,1101010894,Â£55.65,[],,,0,booksrun_internal_api,not_found
Horror,'Salem's Lot,9798217007134,nan,Â£49.56,[],,,0,booksrun_internal_api,not_found
Default,Zero History (Blue Ant #3),9781101443316,1101443316,Â£34.77,[],,,0,booksrun_internal_api,not_found
Classics,Wuthering Heights,9781621074564,1621074560,Â£17.73,[],,,0,booksrun_internal_api,not_found
Default,World War Z: An Oral History of the Zombie War,9780307351937,0307351939,Â£21.80,[],,,0,booksrun_internal_api,not_found
Default,Wild: From Lost to Found on the Pacific Crest Trail,9781531191016,1531191010,Â£46.02,[],,,0,booksrun_internal_api,not_found
Default,"Where'd You Go, Bernadette",9780316204286,0316204285,Â£18.13,[],,,0,booksrun_internal_api,not_found
Humor,When You Are Engulfed in Flames,9780316032513,0316032514,Â£30.89,[],,,0,booksrun_internal_api,not_found
Nonfiction,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,9780307952066,0307952061,Â£31.95,[],,,0,booksrun_internal_api,not_found
Young Adult,Walk the Edge (Thunder Road #2),9780373211623,0373211627,Â£32.36,[],,,0,booksrun_internal_api,not_found
Historical Fiction,Voyager (Outlander #3),9780440335153,0440335159,Â£21.07,[],,,0,booksrun_internal_api,not_found
Nonfiction,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,9780316369145,0316369144,Â£50.66,[],,,0,booksrun_internal_api,not_found
Food and Drink,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,9780393285574,039328557X,Â£13.66,[],,,0,booksrun_internal_api,not_found
Nonfiction,"Unstuffed: Decluttering Your Home, Mind, and Soul",9780310337744,0310337747,Â£58.09,[],,,0,booksrun_internal_api,not_found
