book_id,book_title,news_id,news_title,similarity_score,rank
414,Notes from a Small Island (Notes From a Small Island #1),39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0485,2
414,Notes from a Small Island (Notes From a Small Island #1),36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0358,3
415,Night (The Night Trilogy #1),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0679,1
415,Night (The Night Trilogy #1),38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0175,2
415,Night (The Night Trilogy #1),4,2025 in review: How technology shapes our world - news.cgtn.com,0.0085,3
416,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.04,1
416,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.014,2
416,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0098,3
417,Letter to a Christian Nation,35,A Letter from Crawford Del Prete - International Data Corporation,0.071,1
417,Letter to a Christian Nation,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0454,2
417,Letter to a Christian Nation,27,Using AI Physics for Technology Computer-Aided Design Simulations - NVIDIA Developer,0.0434,3
418,Let's Pretend This Never Happened: A Mostly True Memoir,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0154,1
418,Let's Pretend This Never Happened: A Mostly True Memoir,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0116,2
418,Let's Pretend This Never Happened: A Mostly True Memoir,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0056,3
419,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0541,1
419,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,33,"Micron Technology, Inc. Reports Results for the First Quarter of Fiscal 2026 - GlobeNewswire",0.0434,2
419,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0172,3
420,Into the Wild,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0211,1
420,Into the Wild,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0183,2
420,Into the Wild,37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0143,3
421,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0172,1
421,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0135,2
421,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.0133,3
422,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0663,1
422,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0231,2
422,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.0164,3
423,Gratitude,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0556,1
423,Gratitude,32,The top construction technology news of 2025 - Construction Dive,0.0408,2
423,Gratitude,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0371,3
424,Disrupted: My Misadventure in the Start-Up Bubble,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0332,1
424,Disrupted: My Misadventure in the Start-Up Bubble,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0326,2
424,Disrupted: My Misadventure in the Start-Up Bubble,3,UK looks to restart cooperation after U.S. suspends tech deal - The Hindu,0.0321,3
425,Brave Enough,40,"How the Indian Construction Industry Is Transforming Through Technology, Sustainability, and Capacity Expansion - CII Blog",0.0236,1
425,Brave Enough,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0157,2
425,Brave Enough,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0087,3
426,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0202,1
426,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.019,2
426,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0189,3
427,Blink: The Power of Thinking Without Thinking,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.02,1
427,Blink: The Power of Thinking Without Thinking,12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.013,2
427,Blink: The Power of Thinking Without Thinking,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0121,3
428,Black Flags: The Rise of ISIS,26,KBR Methanol Technology Chosen by Fikrat Al-Tadweer for Saudi Arabia’s First Biomethanol Facility - ChemAnalyst,0.0339,1
428,Black Flags: The Rise of ISIS,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0166,2
428,Black Flags: The Rise of ISIS,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0151,3
429,Are We Smart Enough to Know How Smart Animals Are?,11,Top 10 Technology Posts of 2025 - Design Milk,0.0432,1
429,Are We Smart Enough to Know How Smart Animals Are?,27,Using AI Physics for Technology Computer-Aided Design Simulations - NVIDIA Developer,0.027,2
429,Are We Smart Enough to Know How Smart Animals Are?,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0153,3
430,A Walk in the Woods: Rediscovering America on the Appalachian Trail,19,ACSC Guide on Quantum Technology and Cybersecurity - Cyble,0.0259,1
430,A Walk in the Woods: Rediscovering America on the Appalachian Trail,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
430,A Walk in the Woods: Rediscovering America on the Appalachian Trail,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
431,"The Suffragettes (Little Black Classics, #96)",5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0508,1
431,"The Suffragettes (Little Black Classics, #96)",30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0242,2
431,"The Suffragettes (Little Black Classics, #96)",12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0224,3
432,Kindle Paperwhite User's Guide,19,ACSC Guide on Quantum Technology and Cybersecurity - Cyble,0.0767,1
432,Kindle Paperwhite User's Guide,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
432,Kindle Paperwhite User's Guide,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
433,H is for Hawk,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0378,1
433,H is for Hawk,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0189,2
433,H is for Hawk,37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0175,3
434,Travels with Charley: In Search of America,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0345,1
434,Travels with Charley: In Search of America,15,Hospitality 2.0: Powered by Technology - BW Hotelier,0.0317,2
434,Travels with Charley: In Search of America,33,"Micron Technology, Inc. Reports Results for the First Quarter of Fiscal 2026 - GlobeNewswire",0.0231,3
435,The Tumor,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0299,1
435,The Tumor,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0281,2
435,The Tumor,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0275,3
436,The End of the Jesus Era (An Investigation #1),38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0102,1
436,The End of the Jesus Era (An Investigation #1),50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
436,The End of the Jesus Era (An Investigation #1),49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
437,"Eat, Pray, Love",8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.03,1
437,"Eat, Pray, Love",42,"Nitin Srivastava: The Transformational IT Leader Bridging Technology, Culture & Social Responsibility - India Technology News",0.0254,2
437,"Eat, Pray, Love",41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0186,3
438,Rip it Up and Start Again,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0491,1
438,Rip it Up and Start Again,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.003,2
438,Rip it Up and Start Again,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0028,3
439,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",43,Credo Technology Stock Is Down 28% in Two Weeks. Is the Dip Worth Buying? - The Motley Fool,0.0664,1
439,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0234,2
439,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0194,3
440,How Music Works,42,"Nitin Srivastava: The Transformational IT Leader Bridging Technology, Culture & Social Responsibility - India Technology News",0.0391,1
440,How Music Works,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0352,2
440,How Music Works,27,Using AI Physics for Technology Computer-Aided Design Simulations - NVIDIA Developer,0.034,3
441,Love Is a Mix Tape (Music #1),36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0283,1
441,Love Is a Mix Tape (Music #1),42,"Nitin Srivastava: The Transformational IT Leader Bridging Technology, Culture & Social Responsibility - India Technology News",0.0166,2
441,Love Is a Mix Tape (Music #1),24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.0123,3
442,Please Kill Me: The Uncensored Oral History of Punk,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0395,1
442,Please Kill Me: The Uncensored Oral History of Punk,32,The top construction technology news of 2025 - Construction Dive,0.0347,2
442,Please Kill Me: The Uncensored Oral History of Punk,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0315,3
443,Kill 'Em and Leave: Searching for James Brown and the American Soul,24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.0198,1
443,Kill 'Em and Leave: Searching for James Brown and the American Soul,26,KBR Methanol Technology Chosen by Fikrat Al-Tadweer for Saudi Arabia’s First Biomethanol Facility - ChemAnalyst,0.0154,2
443,Kill 'Em and Leave: Searching for James Brown and the American Soul,18,"T-TeC Technology Contest, seventh edition kicks off - Leonardo S.p.A.",0.0127,3
444,"Chronicles, Vol. 1",37,How China Built its ‘Manhattan Project’ To Rival West in AI Chips - Deccan Chronicle,0.0281,1
444,"Chronicles, Vol. 1",31,OQ Technology Believes Semiconductor IoT Breakthrough Will Open new Markets - Via Satellite,0.0275,2
444,"Chronicles, Vol. 1",41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0063,3
445,This Is Your Brain on Music: The Science of a Human Obsession,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0198,1
445,This Is Your Brain on Music: The Science of a Human Obsession,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0095,2
445,This Is Your Brain on Music: The Science of a Human Obsession,42,"Nitin Srivastava: The Transformational IT Leader Bridging Technology, Culture & Social Responsibility - India Technology News",0.0089,3
446,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0434,1
446,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",7,"England, umpire expert suggest faulty technology saved Carey - cricket.com.au",0.04,2
446,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0258,3
447,No One Here Gets Out Alive,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0166,1
447,No One Here Gets Out Alive,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
447,No One Here Gets Out Alive,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
448,Life,1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.0222,1
448,Life,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0124,2
448,Life,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0121,3
449,Old Records Never Die: One Man's Quest for His Vinyl and His Past,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0222,1
449,Old Records Never Die: One Man's Quest for His Vinyl and His Past,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.014,2
449,Old Records Never Die: One Man's Quest for His Vinyl and His Past,42,"Nitin Srivastava: The Transformational IT Leader Bridging Technology, Culture & Social Responsibility - India Technology News",0.0076,3
450,Forever Rockers (The Rocker #12),4,2025 in review: How technology shapes our world - news.cgtn.com,0.0104,1
450,Forever Rockers (The Rocker #12),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0101,2
450,Forever Rockers (The Rocker #12),12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.0094,3
451,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0287,1
451,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0202,2
451,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0199,3
452,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0295,1
452,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,41,Diabetes Dialogue: 2026 Technology Updates and American Diabetes Association Standards of Care - HCPLive,0.0173,2
452,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,6,Ashes 2025-26 - England have review reinstated after technology failure on Carey appeal - ESPNcricinfo,0.0155,3
453,"Starving Hearts (Triangular Trade Trilogy, #1)",46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0224,1
453,"Starving Hearts (Triangular Trade Trilogy, #1)",50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
453,"Starving Hearts (Triangular Trade Trilogy, #1)",49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,3
454,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.0052,1
454,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,2
454,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
455,Aladdin and His Wonderful Lamp,34,Seeing the light: Ewigbyte’s optical archive storage technology and strategy - Blocks and Files,0.0228,1
455,Aladdin and His Wonderful Lamp,18,"T-TeC Technology Contest, seventh edition kicks off - Leonardo S.p.A.",0.0127,2
455,Aladdin and His Wonderful Lamp,6,Ashes 2025-26 - England have review reinstated after technology failure on Carey appeal - ESPNcricinfo,0.0122,3
456,Penny Maybe,27,Using AI Physics for Technology Computer-Aided Design Simulations - NVIDIA Developer,0.0559,1
456,Penny Maybe,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0088,2
456,Penny Maybe,36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0083,3
457,Maude (1883-1993):She Grew Up with the country,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0296,1
457,Maude (1883-1993):She Grew Up with the country,18,"T-TeC Technology Contest, seventh edition kicks off - Leonardo S.p.A.",0.0189,2
457,Maude (1883-1993):She Grew Up with the country,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0083,3
458,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",13,"Govt leveraging science and technology to boost disaster management, climate resilience - DD News",0.0634,1
458,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.0291,2
458,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",1,"AI fuels blue-collar productivity boom across manufacturing, Palantir technology chief tells Fox Business - Fox Business",0.0203,3
459,Soul Reader,50,Vue Flagship ‘EPIC’ Amsterdam Cinema Focuses On Technology Innovation - Forbes,0.0,1
459,Soul Reader,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0,2
459,Soul Reader,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
460,Bossypants,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.05,1
460,Bossypants,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0106,2
460,Bossypants,45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.0105,3
461,A World of Flavor: Your Gluten Free Passport,4,2025 in review: How technology shapes our world - news.cgtn.com,0.064,1
461,A World of Flavor: Your Gluten Free Passport,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0324,2
461,A World of Flavor: Your Gluten Free Passport,14,Hype Correction - MIT Technology Review,0.0278,3
462,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",20,KBR methanol technology chosen for Saudi Arabia’s first biomethanol plant - Bioenergy Insight,0.0218,1
462,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0147,2
462,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",35,A Letter from Crawford Del Prete - International Data Corporation,0.0141,3
463,Tracing Numbers on a Train,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0585,1
463,Tracing Numbers on a Train,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0224,2
463,Tracing Numbers on a Train,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0,3
464,Thirteen Reasons Why,43,Credo Technology Stock Is Down 28% in Two Weeks. Is the Dip Worth Buying? - The Motley Fool,0.0299,1
464,Thirteen Reasons Why,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0159,2
464,Thirteen Reasons Why,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0109,3
465,The Secret (The Secret #1),46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0915,1
465,The Secret (The Secret #1),40,"How the Indian Construction Industry Is Transforming Through Technology, Sustainability, and Capacity Expansion - CII Blog",0.0474,2
465,The Secret (The Secret #1),34,Seeing the light: Ewigbyte’s optical archive storage technology and strategy - Blocks and Files,0.0126,3
466,The Psychopath Test: A Journey Through the Madness Industry,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.052,1
466,The Psychopath Test: A Journey Through the Madness Industry,47,England unhappy with review technology after Carey reprieved in Adelaide test - Reuters,0.0511,2
466,The Psychopath Test: A Journey Through the Madness Industry,23,Cricket Australia Boss Slams Technology 'Howler' In Ashes Test - Barron's,0.0479,3
467,The Kite Runner,44,Micron Technology Reports Strong Growth in Q4 - Meyka,0.0172,1
467,The Kite Runner,16,Technology of liberation or control? The political impacts of social media. Guest post by Alexander Fertig - World Bank Blogs,0.0133,2
467,The Kite Runner,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0121,3
468,The Girl on the Train,49,"Amaravati Academy to train 5,000 students in quantum technologies - The New Indian Express",0.0926,1
468,The Girl on the Train,45,Deck the halls with Webex calls: How Cisco technology brings holiday cheer to hospitals - Cisco Blogs,0.0678,2
468,The Girl on the Train,25,E-commerce transformation through blockchain technology - Digital Watch Observatory,0.046,3
469,The Emerald Mystery,39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0444,1
469,The Emerald Mystery,46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0159,2
469,The Emerald Mystery,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.012,3
470,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0379,1
470,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,24,Empowering rising stars in nuclear science and technology - Nuclear Energy Agency (NEA),0.0377,2
470,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,13,"Govt leveraging science and technology to boost disaster management, climate resilience - DD News",0.0373,3
471,The Art of War,34,Seeing the light: Ewigbyte’s optical archive storage technology and strategy - Blocks and Files,0.0812,1
471,The Art of War,2,US pauses implementation of $40 billion technology deal with Britain - Reuters,0.0348,2
471,The Art of War,3,UK looks to restart cooperation after U.S. suspends tech deal - The Hindu,0.0307,3
472,Secrets and Lace (Fatal Hearts #1),36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0353,1
472,Secrets and Lace (Fatal Hearts #1),8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0139,2
472,Secrets and Lace (Fatal Hearts #1),46,Nvidia settles trade-secret lawsuit over driving assistance technology - Reuters,0.0081,3
473,Romero and Juliet: A Tragic Tale of Love and Zombies,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0075,1
473,Romero and Juliet: A Tragic Tale of Love and Zombies,4,2025 in review: How technology shapes our world - news.cgtn.com,0.0043,2
473,Romero and Juliet: A Tragic Tale of Love and Zombies,30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.0042,3
474,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,48,BLOCK Technology rebrands as Timotec Reinraumtechnik following strategic consolidation - Cleanroom Technology,0.0576,1
474,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,5,UK launches taskforce to 'break down barriers' for women in tech - BBC,0.0303,2
474,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0074,3
475,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),39,Patented: Island Technology's Kernel-Based Protection of Computer Processes and More North Texas Inventive Activity - Dallas Innovates,0.0492,1
475,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0101,2
475,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0081,3
476,Large Print Heart of the Pride,9,InfoWorld’s 2025 Technology of the Year Award winners - InfoWorld,0.0123,1
476,Large Print Heart of the Pride,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0121,2
476,Large Print Heart of the Pride,38,Ras Technology - Complete Racing Solution Contract With Stake Will Not Be Renewed At End Of Current 2-Year Term In May 2026 - TradingView — Track All Markets,0.0098,3
477,Grumbles,8,Review reinstated for England after technology failure on day 1 of third Ashes Test - India TV News,0.0226,1
477,Grumbles,22,"Karnataka's Siddhartha Academy of Higher Education Partners with upGrad School of Technology to Drive Industry-Linked, On-Campus Innovation - ANI News",0.0185,2
477,Grumbles,21,Clean Science & Technology Stock Hits All-Time Low Amid Prolonged Downtrend - Markets Mojo,0.0115,3
478,First Steps for New Christians (Print Edition),30,New Heartbeat Of Work: Leading With Humanity In A Technology Driven World - Live Law,0.014,1
478,First Steps for New Christians (Print Edition),36,New Technology Can Create Composite Structures in Space - Assembly Magazine,0.0133,2
478,First Steps for New Christians (Print Edition),12,Four Futures for the New Economy: Geoeconomics and Technology in 2030 - The World Economic Forum,0.013,3
479,Eureka Trivia 6.0,29,"Geospatial technologies to play key role in Viksit Bharat, says Dr Jitendra Singh - DD News",0.0536,1
479,Eureka Trivia 6.0,28,Hon Hai Technology Group (Foxconn) Board Director Ching-Ray Chang Distinguished As UNESCO Quantum 100 Honoree - PR Newswire,0.0278,2
479,Eureka Trivia 6.0,17,Types of Technology: A Complete Overview [2026] - Simplilearn.com,0.0119,3
